imdb_id,name
nm0160520,Sandra Christolini
nm1714657,Giacomo Barnas
nm2494811,Antonio Crispini
nm0160711,Lya Christy
nm0034257,Maurizio Arena
nm0773392,Vera Schmiterlöw
nm0595356,Maria Modzelewska
nm0707778,Louis Ralph
nm0303122,Soava Gallone
nm2489104,Norma Bruni
nm0951235,Eugène Yvernès
nm0223997,Dino Di Luca
nm2562360,Gennaro Di Ferrari
nm9147270,Vito Scialla
nm0853517,Phil Tead
nm0322388,Mariù Gleck
nm0330921,Evelina Gori
nm2673189,Bay Jeanne
nm4334503,Lina Paoli
nm0691995,Henny Porten
nm0044543,Celeste Aída
nm0699588,Ernst Pröckl
nm0868916,Diana Torrieri
nm1504928,Gilberto Macellari
nm1271843,Emilia Giorgi
nm2499326,Lisetta Paltrinieri
nm0775659,Greta Schröder
nm0531423,Roberto Maccanti
nm0324645,Loretta Goggi
nm0872646,Lidiya Tridenskaya
nm1164577,Remo Foglino
nm0211613,Agostino De Simone
nm1298244,Giorgio Bianchini
nm0689798,Alexander Polonsky
nm0018885,René Alexandre
nm1902416,Andrea Conigliaro
nm0504864,Louis Leubas
nm0264531,Henri Fabert
nm0107574,Evelyn Brent
nm1086031,Bruno Marinelli
nm0368117,Leonhard Haskel
nm0719969,Pina Renzi
nm4309867,Gino Rumor
nm0865565,Achille Togliani
nm0055364,Guglielmo Barnabò
nm0255956,Karl Elzer
nm0872640,Carlo Tricoli
nm1410858,Jole Ferrari
nm1596812,Luigi Zoncada
nm2151933,Trudy Glassford
nm0615350,Franklin Murrell
nm0148585,Umberto Ceriani
nm0035996,Arnaldo Arnaldi
nm0053531,Aldo Barberito
nm1300239,Tilde Kassay
nm0308523,Riccardo Garrone
nm0513727,Hans Lipschütz
nm0098743,Vittorio Bottone
nm0407162,Daniela Igliozzi
nm1506463,Thea Martinero
nm0605118,Henry Morgenthau
nm0527784,Enrico Luzi
nm0041172,Lionel Atwill
nm0037751,Dorothy Arthur
nm0147940,Guido Celano
nm0712284,Gino Ravazzini
nm0274069,Franco Ferrari
nm0167509,Pierre Clémenti
nm1894502,Mario Cimarra
nm0738856,Carlo Romano
nm0992275,Richard McNamara
nm0768178,Joe Sawyer
nm5403306,Gianni De Cesare
nm0536167,Anna Magnani
nm0248787,Marilena Economu
nm0684266,Aldo Pini
nm0089314,Eric Blore
nm0251456,Richard Eichberg
nm0313068,Giorgio Gentile
nm0294393,Maruchi Fresno
nm0088396,Bernard Blier
nm9505645,Il Balleto di Studio Uno
nm0230485,Marina Doge
nm2677715,Carlo Castellani
nm2557773,Fernando Fiori
nm0329746,Claudio Gora
nm1249784,Amalia Cataneo
nm0016799,Emil Albes
nm0285202,Courtenay Foote
nm0207055,Anna De Angelis
nm0302837,Ida Galli
nm0599671,Ori Monteverdi
nm1300488,Ferruccio Lado
nm1274007,Lilian Gray
nm0347904,Franco Gulà
nm0000964,Charles Boyer
nm0643245,Hans Oberg
nm0772162,Margarete Schlegel
nm0590786,Mimi
nm0626948,Hedda Neuhoff
nm0729887,Giacomo Rizzo
nm0017056,Ruth Albu
nm0232434,Mario Donen
nm0508730,Salvatore Libassi
nm0195830,Luigi Erminio D'Olivo
nm0244600,Luigi Duse
nm1530196,Mario Mariani
nm2441209,Felice Lioy
nm0061402,Giulio Battiferri
nm1017837,Cesarini da Senigallia
nm1990820,Bruno Castellani
nm0040953,Giovanni Attanasio
nm0520861,Bianca Lorenzoni
nm0867160,Gianni Tonolli
nm0449328,Albert Kergy
nm1029052,Giovannella Di Cosmo
nm0760676,Olga San Juan
nm1632726,Maria Marengo
nm0096475,Agostino Borgato
nm0273685,Nelly Fernández
nm0324553,Bernhard Goetzke
nm0280787,Armando Flaccomio
nm0800302,Michel Simon
nm2656839,Livia Martino
nm1748544,Gipsy Kiss
nm0131042,Romano Calò
nm0754636,Ernesto Sabbatini
nm0636969,Medea de Novara
nm0033982,Ugo Sasso
nm0346742,Antonio Guidi
nm1164019,Pino Cuomo
nm0488249,Richard Larke
nm0889536,Dorothy Vernon
nm0206315,Lina Dax
nm0598840,Renato Montalbano
nm0780002,Tino Scotti
nm1594899,Mietta D'Andrea
nm0348170,Earl Gunn
nm0547972,Fritz Marion
nm0908063,Nella Walker
nm0208314,Boris de Fast
nm0079700,Georges Bever
nm0500846,Tony Lekain
nm0284889,Carlo Fontana
nm3939162,Mildred Dudzik
nm0270415,Friedrich Feher
nm0243894,Checco Durante
nm0667615,Paolo Pavesi
nm0269423,Guy Favières
nm0826601,Mario Steni
nm0544155,Silvia Manto
nm0938358,Martin Wolfgang
nm1302724,Teodori
nm0211158,Camillo De Riso
nm0881746,Enrico Urbini
nm5474278,Renato Fumicelli
nm0585600,Allen Midgette
nm0792175,James Sheridan
nm0460969,June Knight
nm0526927,Renato Lupi
nm0019110,Ali Alfi
nm0013310,Franco Angrisano
nm1253992,Alberto Casanova
nm0097953,Andrea Bosic
nm0432721,Hans Junkermann
nm0524573,Mario Luciani
nm2462013,Anna Petersen
nm0857271,Teresa Termini
nm0223884,Augusto Di Giovanni
nm0872647,Uli Tridenskaja
nm0285391,Ralph Forbes
nm0137719,Carlos
nm0781334,Elena Sedlak
nm1133318,Amilcare Taglienti
nm0489947,Adolfo Lastretti
nm0762785,Vittorio Sanipoli
nm0021471,May Allison
nm0659284,Turi Pandolfini
nm0667611,Luigi Pavese
nm0818929,Maria Pia Spini
nm1575226,Bruna Rizzoli
nm0851603,Eugenia Tavani
nm0861680,Jim Thorpe
nm4723035,Eros Mazza
nm1169221,Matteo Marino
nm0334516,Irma Gramatica
nm0082101,Oreste Bilancia
nm0931674,Sethma Williams
nm0208019,Lina De Chiesa
nm0895279,Kurt Vespermann
nm1086824,Pietro Villani
nm1302271,R. Scomox
nm1167541,Anna Segnini
nm0172822,Alberto Collo
nm0224313,Vittoria Di Silverio
nm0076609,Gretel Berndt
nm1262112,Maurice Sibert
nm0224122,Raffaele di Napoli
nm0485494,Nora Lane
nm6208383,Giuseppe Miceli
nm1589389,Daniella Zollì
nm0151606,Lon Chaney
nm0243295,Ewald André Dupont
nm0314777,Kurt Gerron
nm0155469,Pierre Chenal
nm0206534,Olga Day
nm2923430,Laura Brezet
nm0434209,Oktawian Kaczanowski
nm0199253,Giusi Raspani Dandolo
nm1679970,Teresa Palazzi
nm0951859,Giuseppe Zago
nm0246842,Hugo Döblin
nm0315782,Ileana Ghione
nm1424237,Rita Almanova
nm0162638,Amelia Cipriani
nm0658926,Giuseppe Pambieri
nm0124744,Filippo Butera
nm0466232,Arnold Korff
nm1214417,Fernando Cajati
nm0493964,Enrico Lazzareschi
nm0137708,Alberto Carloni
nm0674415,Claudio Perone
nm1985886,Jolanda Di Lorenzo
nm0591121,Livia Minelli
nm0512724,Nien Soen Ling
nm0876947,Enzo Turco
nm1855211,Angelo Pelliccioni
nm0286307,Magda Forlenza
nm4723038,Luciana Sabba
nm3556889,Lucia Corvino
nm0771160,Giovanni Schettini
nm0387253,Stefan Hnydzinski
nm1015231,Teresa Mariani
nm1298105,Carlo Emilio Barbieri
nm0535489,Giancarlo Maestri
nm1873205,Alessandro Serbaroli
nm0866463,Giulio Tomasini
nm0784913,Julia Serda
nm1110166,Raffaella Minghetti
nm1867585,Frau Wanna
nm0330659,Walter Gordon
nm1916356,Felice Chialastri
nm0759880,Gina Sammarco
nm0017806,Anna Maria Alegiani
nm0899521,Michael Visaroff
nm1169451,Renato Smiamo
nm2059795,Ada Sabatini
nm0407846,Ivo Illuminati
nm0605628,Jone Morino
nm0312866,Augusto Genina
nm0688040,Porfiri Podobed
nm0777104,Viktor Schwannecke
nm0226118,Diana Dierks
nm0885123,Romolo Valli
nm0880894,Egidio Ummarino
nm0717281,Hal Reid
nm0510319,Lillian Lyl
nm1065943,Gin Maino
nm0709790,Ermanno Randi
nm0478770,Georges de La Noë
nm0558089,Clelia Matania
nm0215956,Giulio Del Torre
nm0104948,Julius Brandt
nm5403705,Augusto Casalini
nm0199776,Mara Danieli
nm0736422,Manoel Roero
nm0812125,Abraham Sofaer
nm0759762,Kally Sambucini
nm2549049,Luigi D'Amico
nm2667777,Guido Di San Giusto
nm0356822,Harry Halm
nm0608318,Aldo Moschino
nm0133735,Egidio Candiani
nm0302815,Giovanna Galletti
nm0652373,Enrico Osterman
nm2673464,Xaviere De Leka
nm0855758,Alain Terrane
nm0334605,Carmen Granada
nm0175901,Mildred Conselman
nm1553082,Antonio Nazzari
nm0663111,Quinto Parmeggiani
nm1504782,Puccio Gamma
nm2628569,Giovanni D'Elisei
nm0549409,André Marnay
nm0241348,Charles Dullin
nm0783834,Gustav Adolf Semler
nm0577922,Raquel Meller
nm0800599,Gianni Simonetti
nm0265109,Giuseppe Faggioli
nm1707759,Enzo Bozzano
nm1167271,Renzo Rizzoli
nm0466776,Fritz Kortner
nm0560844,Gaston Mauger
nm0021357,Alex Allin
nm0089939,Alf Blütecher
nm0681167,Ernst Pia
nm0578170,Umberto Melnati
nm1280368,Ida Maurus
nm0712238,Fernand Rauzéna
nm3938371,Attillio Olivo
nm1855812,Mara Cardin
nm0580140,María Mercader
nm0200861,Carlo Dapporto
nm0822061,Joan Standing
nm0157067,Walter Chiari
nm0629270,Antonio Niccodemi
nm0636528,Elvira Notari
nm0723242,Renzo Ricci
nm0861034,Kenneth Thomson
nm0195903,Mina D'Orvella
nm2711511,Bianca Pernaud
nm0139213,Mario Carotenuto
nm1899346,Virgilio Fineschi
nm0431006,Elio Jotta
nm0865492,Rosetta Tofano
nm1294774,Eduardo Senatra
nm1436109,Cirillo Konopleff
nm0155079,Didaco Chellini
nm4437956,Mario Milisenna
nm1912997,Carlo De Gaetano
nm1360864,Augusto Soprani
nm0545602,Maria Marchi
nm0581028,Marisa Merlini
nm0070959,Carlo Benetti
nm0259820,Mario Ersanilli
nm0148974,Gino Cervi
nm1299072,Raoul Donadoni
nm1302127,Clarette Sabatelli
nm0027124,Margaret Anderson
nm0923377,Ruth Weyher
nm0900203,Anna Vivaldi
nm0530566,Edmund Löwe
nm1817118,Thea Daris
nm8542885,Mayliard René
nm1320049,Rosanna Schettina
nm5403508,Ultimo Spadoni
nm0430345,Paul Jorge
nm0615923,Amedeo Mustacchi
nm0231575,Franca Dominici
nm2053395,Hilde Horst
nm0626142,Vincent Neptune
nm3669221,Lamberti Sorrentino
nm0052151,Estar Banks
nm0303412,Dino Galvani
nm1029671,Tata Giacobetti
nm0762277,Adele Sandrock
nm0489690,Jesse L. Lasky
nm0010022,Anna Maria Ackermann
nm0115619,Valentino Bruchi
nm0292041,Valentina Frascaroli
nm0091415,Hermann Böttcher
nm0919976,Arthur Wellin
nm0346358,Fausto Guerzoni
nm0655815,Clara Padoa
nm0728376,Roberto Risso
nm1298942,Rambaldo De Goudron
nm0093785,Henriette Bonard
nm0025468,Roald Amundsen
nm0685609,Mario Pisu
nm0615604,Angelo Musco
nm0723801,Frida Richard
nm0231560,Maria Dominiani
nm0438946,Mario Karas
nm0893818,Guido Verdiani
nm5403026,John Coe
nm0678033,Paola Petrini
nm0209637,Lia Di Leo
nm4722978,Ada Romano
nm0867891,Jesús Tordesillas
nm1914380,Eduardo Pagh
nm1322776,Adele Farulli
nm0839568,Anna Maria Surdo
nm0867333,Edoardo Toniolo
nm0596828,Ernesto Molinari
nm0095084,Luigi Bonos
nm3676066,Leonello Ponti
nm0312909,Franco Gennaro
nm0316269,Olga Giannini Novelli
nm2679718,Frisco
nm0830627,Giulio Stival
nm0800563,Lydia Simoneschi
nm0656483,Giuseppe Pagliarini
nm1533948,Enrico Piacentini
nm0150115,Georges Chamarat
nm0684853,Vittorio Ripamonti
nm0350244,Raymond Guérin-Catelain
nm1410828,Anna Fazzi
nm0785762,Dagny Servaes
nm1569239,Carla Bonavera
nm1708286,Bernard Olivier
nm1324232,Pina Serventi
nm5474277,Chiara Margheri
nm0819010,Roberto Spiombi
nm0677758,Sandro Petraglia
nm0234437,Chappell Dossett
nm0636199,Edgar Norton
nm2710093,Seghezza Maida
nm0019605,Carlo Alighiero
nm0951532,Ermete Zacconi
nm0769330,Enrico Scatizzi
nm0206622,W. Percy Day
nm0688230,Augusto Poggioli
nm2458830,Mario Mecchia
nm0622307,Louis Natheaux
nm0070233,Maria Virginia Benati
nm1406618,Luigi Garbuio
nm0317617,Beniamino Gigli
nm1261515,Viktor Senger
nm0739694,Claire Rommer
nm0738106,María Luisa Rolando
nm1253312,Jules de Spoly
nm0895927,Lily Vincenti
nm0432041,Jenny Jugo
nm0314028,Alfred Gerasch
nm0828314,Charles Stevens
nm0333867,Pier Ugo Gragnani
nm1302243,Bianca Schinini
nm0763402,Amerigo Santarelli
nm0286423,Enrico Formichi
nm0003425,Asta Nielsen
nm1179346,Giorgio Valletta
nm0484759,Mara Landi
nm0899348,Olga Virgili
nm0286924,Willi Forst
nm0577365,Silvia Melandri
nm0603953,Francisco Moreno
nm0541963,Bianca Manenti
nm0218490,Katherine DeMille
nm0161733,Giuseppe Ciabattini
nm0439330,Halina Zalewska
nm2105063,Joseph Kustendi
nm0561489,Édouard de Max
nm0144663,Bruto Castellani
nm0330924,Gianni Gori
nm1322564,Clarette D'Elia
nm1160085,Prokhorenko
nm0313447,Heinrich George
nm0278562,Noris Fiorina
nm0597779,Jules Mondos
nm1523227,Maria Gandini
nm1151285,Ermete Tamberlani
nm0672809,Dina Perbellini
nm0884665,Rosa Valetti
nm0110299,Mario Brizzolari
nm0690059,Alberto Pomerani
nm1523273,Ruffo Geri
nm0759031,Gino Saltamerenda
nm0195895,Umberto D'Orsi
nm0758047,Vira Silenti
nm1586535,Nella Paoli
nm1402208,Paolo Gioli
nm2133681,Maria Arcione
nm2739367,Kamil Veselý
nm2531399,Suzanne Bourdet
nm0771317,Friedrich Schiberth
nm1084539,Maria Mindzenty
nm2131967,Elena Tryan-Parisini
nm0663943,Gianni Partanna
nm0519420,Germano Longo
nm0917537,Józef Wegrzyn
nm0620518,Neda Naldi
nm1249794,Jacqueline Dulac
nm0535472,Walter Maestosi
nm1301949,Attila Ricci
nm0224127,Maurizio Di Nardo
nm0306673,Viola Garden
nm0016617,Giorgio Albertazzi
nm1301667,Armando Petruzzelli
nm1205185,Ercole Vaser
nm0213581,Jean Debucourt
nm0629279,Raffaello Niccoli
nm1026407,Elsa Peterson
nm0676756,Agnes Petersen
nm1707962,Giuseppe Gherardi
nm0182904,Elena Cotta
nm1381372,Fulvio Ranieri
nm9380346,José van Eijndhoven
nm0612219,Paul Muller
nm1896373,Arturo Garzes
nm0898964,Nino Vingelli
nm0161877,Gastone Ciapini
nm0666813,E. Paul
nm1597338,Teresa Pollio
nm0546917,Febo Mari
nm1291734,Alfredo Cruichi
nm1324086,Lola Romanos
nm0769112,Giuseppe Scarcella
nm5403599,Jonny Tamassia
nm0805790,Walter Slezak
nm0046331,Buddy Baer
nm1437038,Il Piccolo Lamberto
nm0226158,Gustav Diessl
nm0869193,Giuseppe Tosi
nm0145318,Fred Solm
nm0599384,Eduardo Monteneve
nm0587801,Lina Millefleurs
nm0063994,Jean-Paul de Baere
nm1486194,Dante Ciriaci
nm0730135,Maria Roasio
nm1292135,Emma Farnesi
nm0298918,Enzo Furlai
nm0991915,Carlo Mengoli
nm0255677,Giovanni Elsner
nm1163010,Michele Alfano
nm1269629,Berta Nelson
nm0138479,Tullio Carminati
nm0274065,Fanny Ferrari
nm0930711,Guinn 'Big Boy' Williams
nm0340400,Heinrich Gretler
nm0304211,Antonio Gandusio
nm0812741,Gianni Solaro
nm0653288,Paul Otto
nm0315984,Fosco Giachetti
nm0207087,Pina De Angelis
nm1293836,Paola Monti
nm0195460,Roy D'Arcy
nm1900147,Salvatore Starace
nm0308518,Luigi Garrone
nm0282186,Yvonne Fleuriel
nm1299470,Cesare Gambardelli
nm0899528,Renato Visca
nm1589000,Giuliana Conti
nm0274077,Giovanni Ferrari
nm1945108,Tullio Monacelli
nm0091842,Erra Bognar
nm0579618,Pina Menichelli
nm0109265,Lilla Brignone
nm0910396,Borwin Walth
nm0301146,Vladimir Gajdarov
nm0376264,Paul Henckels
nm0470906,Lee Kresel
nm0818990,Matteo Spinola
nm0287524,Teresa Foscari
nm0181305,Valentina Cortese
nm1460381,H. Tille
nm0116277,Roberto Bruni
nm0592716,Anna Miserocchi
nm0180663,Nelly Corradi
nm0274120,Paolo Ferrari
nm1573451,Tina Mannozzi
nm0730611,Alfredo Robert
nm0660007,Roberto Paoletti
nm1215752,Armando Alzelmo
nm0496408,Victor Ledda
nm2563856,Signore Mosca
nm0614936,Elizabeth Murray
nm0359715,Clarence Handyside
nm4723015,Moja Sullivan
nm0659333,Paolo Panelli
nm0316340,Laura Gianoli
nm0915862,Henry Weaver
nm0658872,Vera Palumbo
nm0284721,Sergio Fonsilli
nm0173909,Rossella Como
nm0907423,Arthur Walge
nm4859591,Gustav Ingo-Schröter
nm0104224,Gino Bramieri
nm0421082,Adam Jennette
nm0320377,Gabriella Giorgelli
nm2521128,Neyse Cheyne
nm0744108,Andreina Rossi
nm0513353,Oreste Lionello
nm0587213,Peter Miles
nm0267847,Tatiana Farnese
nm0000779,Roscoe 'Fatty' Arbuckle
nm0030380,Corrado Annicelli
nm0744103,Eleonora Rossi Drago
nm0741163,Gabriel Rosca
nm0070221,Memo Benassi
nm0639495,Dave O'Brien
nm0785919,Hilde Sessak
nm0272670,Luisa Ferida
nm0308257,Richard Garrick
nm0728949,Isabella Riva
nm0345223,Carlo Gualandri
nm1014690,Carmen Di Sciullo
nm0678099,Alfredo Petroni
nm0070955,Adriana Benetti
nm1890278,Ilse Bachmann
nm1300572,Umberto Ledda
nm0658851,Dolores Palumbo
nm0697512,Suzy Prim
nm0063600,Charlie Beal
nm0068909,Adolfo Belletti
nm0135304,Wanda Capodaglio
nm0025070,Sergio Ammirata
nm3610169,Sandra Petraglia
nm0162230,Fausto Cigliano
nm0266928,Enrica Fantis
nm5474329,Gianna Ulivieri
nm3924534,Giuseppe Rodi
nm0764571,Goliarda Sapienza
nm0911914,Warwick Ward
nm1301122,Andrea Milano
nm1899192,Zoe Merckel
nm0890192,Stefano Varriale
nm0330653,Vera Gordon
nm0176302,Albert Conti
nm0334800,Flavia Grande
nm0336414,Gabriel de Gravone
nm0677669,Carmelo Petix
nm0710391,Aileen Ransom
nm0544490,Amerigo Manzini
nm1532578,Giusto Olivieri
nm0821504,Ernst Stahl-Nachbaur
nm1146560,Antonietta Zanone
nm0681933,Mary Pickford
nm2245509,Tilde Dyer
nm9167869,Gabriella Galvani
nm0168093,Piero Cocco
nm0545653,Elvira Marchionni
nm0017614,Carlo Aldini
nm1717632,Lilly Nucci
nm0011575,Alessandra Adari
nm0874781,Olga Tschechowa
nm0252472,Gösta Ekman
nm0663247,Nicoletta Parodi
nm0585069,Diego Michelotti
nm2711497,Dorothy Ferrari
nm2712744,Signora Venti
nm0215345,Liana Del Balzo
nm0311413,Otto Gebühr
nm1261280,Hermann Pfanz
nm0246578,Flavio Díaz
nm0025134,Francesco Amodio
nm0000003,Brigitte Bardot
nm0200655,Marc Dantzer
nm0356589,Hélène Hallier
nm0475470,Margarete Kupfer
nm1066385,Pietro Recanatesi
nm1517157,Laura Zanon Paladini
nm0098804,Raymond Bouamerane
nm0058620,Carla Bartheel
nm0070962,Olga Benetti
nm0658055,Uberto Palmarini
nm3938846,Joseph Sebaroli
nm0539607,Nikolai Malikoff
nm0105482,Pierre Brasseur
nm0646742,Franco Pesce
nm0756792,Guglielmo Sinaz
nm0311165,Lauro Gazzolo
nm0565120,Earl McCarthy
nm0561896,Claude May
nm0893952,Ernö Verebes
nm0093786,Augusto Bonardi
nm0733689,Lyla Rocco
nm0685457,Paola Piscini
nm2500724,Signor Ducci
nm0707185,Antonio Rais
nm0074243,Josef Berger
nm1028639,Felice Chiusano
nm5915974,Walter Cecil
nm0296937,Alphons Fryland
nm0570471,Matt McHugh
nm1179824,Teresa Rosmino
nm0283057,Edoardo Florio
nm1011921,Giovanni Pezzinga
nm0944290,Ida Wüst
nm0923421,Antoinette Weynen
nm0330200,Gavin Gordon
nm0898829,Loretta Vinci
nm0207637,Nigel De Brulier
nm0727529,Cyril Ring
nm0797728,Ferry Sikla
nm0605291,Renato Mori
nm0350798,Jean Gérard
nm0875713,Marcello Tusco
nm0478862,Elizza La Porta
nm0320935,Giulio Girola
nm2485745,Kazimiera Niewiarowska
nm1361261,Luciano Zuccolini
nm0450300,Alice Kessler
nm1773076,Carl Wallauer
nm0079338,Graziela Betti
nm0465647,Kees van Kooten
nm0902652,August von Mackensen
nm1374878,Marian De Koning
nm0307451,Enzo Garinei
nm0644124,Franco Odoardi
nm0655816,Anna Maria Padoan
nm0992229,Tony D'Amico
nm0021929,Ernesto Almirante
nm0146405,Lucia Catullo
nm1267810,Giorgio Bonaiti
nm0059607,Luigi Basagaluppi
nm1302277,Luigi Scotto
nm1995920,Franco Cagnoni
nm0675874,Lilla Pescatori
nm0621487,Raymond Narlay
nm0215518,Ubaldo Colle Del Colle
nm3227825,Roberto Morbioli
nm0560348,Simone Mattioli
nm1435117,Maria Della Lunga Mandarelli
nm0769380,Filippo Scelzo
nm0459029,Rudolf Klein-Rhoden
nm0605723,Miki Morita
nm0904130,Vasilij Vronski
nm1156070,Umberto Paradisi
nm0288256,André Fouché
nm3939726,Kenneth Richards
nm0049836,Franco Balducci
nm0716501,George Regas
nm0242572,Geoffrey Dunn
nm1273427,Paolo Wullmann
nm0262430,Evi Eva
nm0098683,Anna Maria Bottini
nm0219666,Reginald Denny
nm0890339,Aldo Vasco
nm2890654,Lia Liasche
nm0705039,Corrado Racca
nm0818298,Alessandro Sperli
nm0590557,Sandra Milovanoff
nm6126975,Gilda Rosa
nm0690763,Pietro Longari Ponzoni
nm2675887,Carneri
nm0666749,Albert Paul
nm0894722,Suzy Vernon
nm0713270,Gene Raymond
nm0671559,Julio Peña
nm0538080,Achille Majeroni
nm2177291,Raffaele Russo
nm0850499,Mary Cleo Tarlarini
nm4750007,Renato Ferrari
nm0597899,Luigi Moneta
nm4101263,Franco Jesurum
nm0187579,Ady Cresso
nm0144669,Franco Castellani
nm0466897,Katerina Kosak
nm0096317,Carlo Borelli
nm4437949,Roberto Grandi
nm0621752,June Nash
nm0689060,Mimmo Poli
nm1573537,Elisa Masi
nm0082415,Mario Billi
nm0045867,André Bacqué
nm4722959,Lina Sozzi
nm0121112,Eugen Burg
nm0335961,Giovanni Grasso
nm0345423,Anna Maria Guarnieri
nm0828838,Warren Stevens
nm0138601,Piero Carnabuci
nm0821054,William Stack
nm0116282,Sergio Bruni
nm0889511,Victor Varconi
nm0189970,Antonio Cruichi
nm3928832,Michael De Krasny
nm0143686,Maria Pia Casilio
nm0320278,Marcello Giorda
nm1569370,Mirka Breeny
nm1085449,Raffaele Giangrande
nm0425690,Lydia Johnson
nm3671031,Tony De Bonis
nm1301084,Salvatore Mereu
nm0095245,Alberto Bonucci
nm1847153,Nicuzza
nm2667128,Andrea D'Air
nm0661715,Franca Parisi
nm0733598,Daniela Rocca
nm0426754,Lorimer Johnston
nm0002118,Alan Hale
nm0597266,Giacinto Molteni
nm0303411,Aedo Galvani
nm0214984,Dorothy Dehn
nm0555517,Suzanne Marwille
nm0043875,Felix Aylmer
nm6685434,Mario Lanfritto
nm0080503,Dante Biagioni
nm0596968,Giorgia Moll
nm0137213,Luigi Carini
nm0315661,Olga Gherardi
nm0001256,Greta Garbo
nm5125215,Leonarda Bettarini
nm2489934,Annibale Durelli
nm0097727,Henri Bosc
nm1508175,Alfredo Orsini
nm0289799,Claude France
nm0030601,Rosina Anselmi
nm0191265,Xavier Cugat
nm0561252,Renata Mauro
nm1298056,Rodolfo Badaloni
nm1298990,Lia Della Bella
nm6208386,Fernando Schiavetti
nm0142761,Antonio Casagrande
nm2615496,Luigi Rinaldi
nm0000122,Charles Chaplin
nm0219166,María Denis
nm5474298,Bianca Resi
nm0021337,Luisa Alliani
nm2553259,Signora Di Paola
nm0743103,Gigliola Rosmino
nm1250994,Orietta Claudi
nm1273093,Irma Socha
nm0222074,Ernst Deutsch
nm0672640,Hans Peppler
nm2134589,Dora Baldanello
nm1317848,Filippo Ricci
nm0099101,Riri Bouché
nm0709951,Salvo Randone
nm0233946,Mino Doro
nm0009828,Riccardo Achilli
nm0869186,Beppe Tosi
nm0514116,Josephine Lisle
nm0697887,Eddie Prinz
nm9380347,Ton Logtenberg
nm1298811,Fiorella Cortis
nm0471326,Elma Krimer
nm0806565,Phillips Smalley
nm0953447,Elena Zareschi
nm0561931,Doris May
nm0540744,Evi Maltagliati
nm2488663,Elsa Cantori
nm0225184,Carmen Dicenta
nm0882735,Corene Uzzell
nm0135388,Giovanni Caporilli
nm1245145,Mimmo Lo Vecchio
nm0533962,Doris McMahon
nm0134932,Omero Capanna
nm0457117,Egon Erwin Kisch
nm0491342,Dora Lauri
nm1548750,Fernando De Crucciati
nm0893032,Paola Veneroni
nm0021935,Italia Almirante-Manzini
nm2680949,Mario Zuccariello
nm0307995,Ivo Garrani
nm0162242,Emilio Cigoli
nm1521286,Raffaele Vinci
nm0274034,Angelo Ferrari
nm1301765,Frederico Pozzone
nm0502382,Giovanna Lenzi
nm0855870,Gianna Terribili-Gonzales
nm1218250,Achille Vitti
nm0197531,Giovanni Dal Cortivo
nm0927436,Mathias Wieman
nm0274196,Alba Ferrarotti
nm0148132,Maria Letizia Celli
nm1400946,María Casanova
nm1146438,Egle Valery
nm1278768,Lea Campioni
nm0712416,Louis Ravet
nm0029238,Sabine André
nm0307197,Luisa Garella
nm0073833,Lorena Berg
nm3286888,Gino Centanin
nm1168511,Victor Wythe
nm0688480,Anton Pointner
nm1008999,Giorgio Cholet
nm2709059,Jole Pistone
nm1504797,Alessio Gobbi
nm0208177,Adele De Cristofaro
nm1293658,Tamoshiro Matsumoto
nm0767552,Loredana Savelli
nm0723052,Giuseppe Ricagno
nm6208385,Osvaldo Amorosino
nm0167087,Ivy Close
nm2493323,Brunella Brunelli
nm0547998,Oscar Marion
nm0262482,Vittorio Evangelisti
nm0518178,Gina Lollobrigida
nm0681620,Hermann Picha
nm0844227,Gyula Szöreghy
nm0082297,Teddy Bill
nm0584266,Dario Michaelis
nm1282749,Giovanni Corte
nm0900463,Janine Viénot
nm0021926,Ada Cristina Almirante
nm0007792,Marta Abba
nm0849155,Idolo Tancredi
nm0896235,Piero Vida
nm0172903,Ronald Colman
nm0637025,Ermete Novelli
nm1992057,Maura Versari
nm0693529,Armand Pouget
nm3939648,Michael Proben
nm0626131,Alberto Nepoti
nm0516001,Harold Lloyd
nm1760332,Solveigh Mellin
nm0224303,Guido Di Segni
nm0707886,Lucio Rama
nm0877773,Mrs. Turner
nm0885119,Marie Valli
nm2030602,Tony Martucci
nm6685433,Dante Sivieri
nm4722977,Gina Colarosso
nm0956517,Wolfgang Zilzer
nm1168209,Ugo Urbino
nm0514027,Nathalie Lissenko
nm0079347,Siria Betti
nm1717648,Piera Paci
nm0624601,Ernst Reicher
nm0188096,Dhia Cristiani
nm0092487,Erna Bojar
nm1890520,Ivanhoe Vela
nm1909526,Viktor Blum
nm0872369,Ernesto Treves
nm0862816,Jakob Tiedtke
nm0019145,Lidia Alfonsi
nm0685550,Theodor Pistek
nm0266032,Arturo Falconi
nm0234581,Attilio Dottesio
nm0419487,Nino Javert
nm0699877,Vsevolod Pudovkin
nm2531602,Maria Carli
nm0712319,Sandra Ravel
nm0102679,Lola Braccini
nm3924613,Rosemary Burt
nm0199841,Bebe Daniels
nm0082414,Liana Billi
nm0146335,Carlo Cattaneo
nm0078643,Mario Besesti
nm0331796,Heinrich Gotho
nm0883516,Marc Valbel
nm0218325,Elena Demerik
nm0078343,Calisto Bertramo
nm0491048,Stan Laurel
nm0001196,Douglas Fairbanks
nm0858917,Helga Thomas
nm1145349,Iole Gerli
